site,lon,lat,Abudefduf.saxatilis,Anthias.anthias,Apogon.imberbis,Atherina.boyeri,Atherina.spp,Balistes.capriscus,Belone.belone,Belonidae,Boops.boops,Caranx.crysos,Cheilodipterus.novemstriatus,Chelon.labrosus,Chromis.chromis,Clupeidae,Conger.conger,Coris.julis,Ctenolabrus.rupestris,Dactylopterus.volitans,Dasyatis.pastinaca,Dentex.dentex,Dicentrarchus.labrax,Dicentrarchus.punctatus,Diplodus.annularis,Diplodus.cervinus,Diplodus.puntazzo,Diplodus.sargus,Diplodus.vulgaris,Epinephelus.aeneus,Epinephelus.caninus,Epinephelus.costae,Epinephelus.marginatus,Fistularia.commersonii,Gobius.auratus,Gobius.bucchichi,Gobius.cobitis,Gobius.cruentatus,Gobius.geniporus,Gobius.paganellus,Gobius.vittatus,Gobius.xanthocephalus,Herklotsichthys.punctatus,Labridae,Labrus.merula,Labrus.mixtus,Labrus.viridis,Lagocephalus.sceleratus,Lichia.amia,Lithognathus.mormyrus,Liza.aurata,Mugil.cephalus,Mullus.barbatus,Mullus.surmuletus,Muraena.helena,Mycteroperca.rubra,Myliobatis.aquila,Oblada.melanura,Oedalechilus.labeo,Pagellus.acarne,Pagrus.caeruleostictus,Pagrus.pagrus,Parablennius.gattorugine,Parablennius.incognitus,Parablennius.pilicornis,Parablennius.rouxi,Parablennius.sanguinolentus,Parablennius.tentacularis,Parablennius.zvonimiri,Parupeneus.forsskali,Pempheris.vanicolensis,Phycis.phycis,Plotosus.lineatus,Pomadasys.incisus,Pomatomus.saltatrix,Pomatoschistus.quagga,Pseudocaranx.dentex,Pteragogus.pelycus,Pterois.miles,Sardina.pilchardus,Sargocentron.rubrum,Sarpa.salpa,Scartella.cristata,Scarus.ghobban,Sciaena.umbra,Scorpaena.maderensis,Scorpaena.notata,Scorpaena.porcus,Scorpaena.scrofa,Seriola.dumerili,Serranus.cabrilla,Serranus.hepatus,Serranus.scriba,Siganus.luridus,Siganus.rivulatus,Sparisoma.cretense,Sparus.aurata,Sphyraena.chrysotaenia,Sphyraena.sphyraena,Sphyraena.viridensis,Spicara.maena,Spicara.smaris,Spondyliosoma.cantharus,Stephanolepis.diaspros,Symphodus.cinereus,Symphodus.doderleini,Symphodus.mediterraneus,Symphodus.melanocercus,Symphodus.ocellatus,Symphodus.roissali,Symphodus.rostratus,Symphodus.spp.,Symphodus.tinca,Synodus.saurus,Taeniura.grabata,Thalassoma.pavo,Torquigener.flavimaculosus,Trachinotus.ovatus,Trachinus.draco,Trachurus.mediterraneus,Tripterygion.delaisi,Tripterygion.melanurus,Tripterygion.tripteronotus,Trisopterus.minutus
FORMENTOR,3.16,39.956,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,12,0,0,0,2,0,0,0,0,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FORMENTOR,3.172,39.959,0,0,0,0,0,0,0,0,40,0,0,0,50,0,0,31,0,0,0,0,0,0,2,0,0,8,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,32,2,0,0,10,0,0,3,0,0,0,0,0,0,0,0
FORMENTOR,3.192,39.956,0,0,0,0,0,0,0,0,0,0,0,0,345,0,0,35,0,0,0,0,0,0,0,0,1,5,17,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,18,5,0,0,3,0,0,5,0,0,0,0,0,0,0,0
FORMENTOR,3.198,39.943,0,0,0,0,0,0,0,0,0,0,0,0,365,0,0,39,0,0,0,0,0,0,2,0,0,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,3,0,0,21,0,0,10,0,0,0,0,0,0,0,0
Gdor,34.86692,32.41672,0,0,0,0,0,0,0,0,200,42,0,0,533,0,0,42,0,0,7,0,0,0,13,71,0,1809,1317,2,0,3,27,38,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,38,0,10,0,54,0,1065,0,0,0,0,0,4,0,1,0,0,1,57,110,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,1,4,0,0,151,23443,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,2569,0,0,0,0,2,1,0,0
GENOVA,9.053,44.378,0,0,2,0,0,0,0,0,0,0,0,0,180,0,0,30,0,0,0,1,0,0,6,0,3,23,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,1,0,0,3,0,6,0,0,0,0,0,0,0,0,0,12,0,1,3,5,2,5,3,9,0,18,0,0,2,0,0,0,0,0,0,0,0
GENOVA,9.077,44.375,0,0,2,0,0,0,0,0,2,0,0,0,160,0,0,42,0,0,0,0,0,0,9,0,0,18,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,10,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,1,4,0,5,0,0,0,0,0,0,0,5,0,4,0,0,0,1,3,22,5,2,0,23,0,0,0,0,0,0,0,0,0,0,0
GENOVA,9.092,44.371,0,0,10,0,0,0,0,0,0,0,0,0,270,0,0,30,0,0,0,0,0,0,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1,0,0,0,3,0,3,0,0,0,0,0,0,0,7,0,1,0,0,2,2,2,7,5,1,0,20,0,0,0,0,0,0,0,1,0,0,0
GENOVA,9.107,44.367,0,0,2,0,0,0,0,0,7,0,0,0,110,0,0,32,0,0,0,0,0,0,6,0,0,25,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,3,1,0,17,0,0,0,0,0,0,0,1,0,0,0
GENOVA,9.126,44.362,0,0,0,0,0,0,0,0,5,0,0,0,97,0,0,37,0,0,0,0,0,0,5,0,1,8,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,10,0,0,0,2,0,1,0,1,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0
GENOVA,9.131,44.36,0,0,2,0,0,0,0,0,5,0,0,0,440,0,0,32,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,4,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0
GOKOVA,28.055,37.024,0,0,1,0,0,0,0,0,0,0,0,0,223,0,0,17,0,0,1,0,0,0,0,0,0,0,13,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,16,0,0,0,0,0,0,0,0
GOKOVA,28.079,37.021,0,0,11,0,0,0,0,0,0,0,0,0,253,0,0,33,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0
GOKOVA,28.108,37.013,0,0,1,0,0,0,0,0,0,0,0,0,128,0,0,23,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,7,0,3,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,1,0,0,11,0,0,0,0,0,0,0,0
GOKOVA,28.114,37.022,0,0,2,0,0,0,0,0,0,0,0,0,78,0,0,29,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0
GOKOVA,28.137,37.031,0,0,1,50,0,0,0,0,0,0,0,0,121,0,0,26,0,0,0,0,0,0,0,0,0,3,10,0,0,3,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0
GOKOVA,28.161,37.029,0,0,8,0,0,0,0,0,0,0,0,0,116,0,0,19,0,0,0,0,0,0,0,0,0,1,21,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0
GYAROS,24.65,37.605,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,23,0,0,0,0,0,0,1,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,1,0,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,28,0,0,0,0,0,0,0,0
GYAROS,24.674,37.6,0,0,0,0,0,0,0,0,0,0,0,0,335,0,0,18,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,0,0,42,0,0,0,0,0,0,0,0
GYAROS,24.68,37.609,0,0,0,0,0,0,0,0,0,0,0,0,850,0,0,5,0,0,0,0,0,0,1,0,0,0,29,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,32,0,0,0,0,0,0,0,0
GYAROS,24.705,37.629,0,0,0,0,0,0,0,0,0,0,0,0,630,0,0,11,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,46,0,0,0,0,0,0,0,0
GYAROS,24.739,37.633,0,0,0,10,0,0,0,0,0,0,0,0,440,0,0,17,0,0,0,0,0,0,3,0,0,3,6,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,30,0,0,0,0,0,0,0,0
GYAROS,24.752,37.583,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,9,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,99,0,0,0,0,0,0,0,0
Habonim,34.91514,32.61921,0,0,0,6080,0,0,0,0,262,38,0,0,126,0,0,1,0,0,0,0,0,0,21,19,0,4589,275,2,0,0,16,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,91,0,5,0,22,0,627,0,0,0,0,0,0,0,0,0,0,2,42,128,0,112,0,0,0,8,0,0,8,47,0,0,0,0,4,0,1,0,0,2,0,2,152,14158,1,18,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2926,0,0,0,0,0,0,0,0
ILLA DE L'AIRE,4.22,39.822,0,0,0,0,0,0,0,0,0,0,0,0,750,0,0,33,0,0,0,0,0,0,2,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,20,0,0,5,0,0,0,0,0,0,0,0
ILLA DE L'AIRE,4.227,39.821,0,0,0,0,0,0,0,0,0,0,0,0,310,0,0,40,0,0,0,0,0,0,4,0,2,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,3,0,0,44,0,0,0,0,0,0,0,0,0,0,0
ILLA DE L'AIRE,4.238,39.814,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,23,0,0,0,0,0,0,2,0,1,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,24,0,0,3,0,0,0,0,0,0,0,0
ILLA DE L'AIRE,4.282,39.801,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,12,0,0,0,0,0,0,0,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,22,0,0,0,0,0,0,0,0
ILLA DE L'AIRE,4.288,39.8,0,0,0,0,0,0,0,0,0,0,0,0,280,0,0,32,0,0,0,0,0,0,0,0,0,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,14,0,0,26,0,0,0,0,0,0,0,0
ILLA DE L'AIRE,4.295,39.803,0,0,0,0,0,0,0,0,0,0,0,0,700,0,0,17,0,0,0,0,0,0,0,0,2,2,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,43,0,0,0,0,0,0,0,0
KARPATHOS,26.823,35.875,0,5,1,0,0,0,0,0,0,0,0,0,415,0,0,13,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,3,0,1,18,0,20,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,10,0,0,23,0,0,0,0,0,0,0,0
KARPATHOS,26.823,35.879,0,0,2,0,0,0,0,0,0,0,0,0,255,0,0,26,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,28,0,23,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,43,0,0,0,0,0,0,0,0
KARPATHOS,27.207,35.828,0,0,0,0,0,0,0,0,0,0,0,0,305,0,0,17,0,0,0,0,0,0,0,0,0,2,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,11,0,33,0,0,0,0,0,51,0,0,0,0,7,0,0,0,0,0,1,0,0,48,0,0,0,0,0,0,0,0
KARPATHOS,27.236,35.868,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,29,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,4,0,0,39,0,15,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,22,0,0,0,0,0,0,0,0
KARPATHOS,27.238,35.861,0,0,0,0,0,0,0,0,32,0,0,0,115,0,0,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,58,0,20,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,38,0,0,0,0,0,0,0,0
KARPATHOS,27.239,35.83,0,0,0,0,0,0,0,0,155,0,0,0,160,0,0,9,0,0,1,0,0,0,0,0,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,13,0,1,0,0,0,0,0,20,0,0,0,0,4,0,0,0,1,0,6,0,0,10,0,0,0,0,0,0,0,0
KAS,29.605,36.188,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,16,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,21,56,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,11,0,0,0,0,0,0,0,0
KAS,29.617,36.151,0,0,0,0,0,0,0,0,0,0,0,0,285,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,21,11,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0
KAS,29.629,36.163,0,0,0,400,0,0,0,0,0,0,0,0,220,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,1,12,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,14,0,0,0,0,0,0,0,0
KAS,29.63,36.152,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,16,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,19,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0
KAS,29.639,36.182,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,2,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,27,0,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0
KAS,29.662,36.141,0,0,0,0,0,0,0,0,0,0,0,0,251,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0
KIMOLOS,24.547,36.707,0,0,0,0,0,0,0,0,10,0,0,0,320,0,0,21,0,0,0,0,0,0,0,0,0,0,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,7,0,0,5,0,0,0,0,0,0,0,0,0,0,7,0,6,1,1,0,27,0,0,28,0,0,0,0,0,0,0,0
KIMOLOS,24.548,36.755,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,29,0,0,0,0,0,0,11,0,1,4,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,17,4,0,0,4,0,0,19,0,0,0,0,0,0,0,0
KIMOLOS,24.615,36.754,0,0,23,0,0,0,0,0,0,0,0,0,260,0,0,45,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,2,0,2,0,15,0,0,40,0,0,0,0,0,0,0,0
KIMOLOS,24.634,36.744,0,0,2,0,0,0,0,0,0,0,0,0,110,0,0,39,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,4,1,1,0,5,0,0,42,0,0,0,0,0,0,0,0
KIMOLOS,24.658,36.748,0,0,13,0,0,0,0,0,0,0,0,0,90,0,0,14,0,0,0,0,0,0,0,0,0,0,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,4,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,12,0,0,50,0,0,0,0,0,0,0,0
KIMOLOS,24.667,36.751,0,0,5,0,0,0,0,0,0,0,0,0,195,0,0,24,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,0,0,37,0,0,0,0,0,0,0,0
