"","data.origin","country","site","site.code","sub.site","transect","trans","species","sp.length","sp.n","season","protection","enforcement","total.mpa.ha","size.notake","yr.creation","age.reserve.yr","rug","lon","lat","d.range.code","depth.range","depth","t.area","t.length","t.width"
"1857","Belmaker","Croatia","Kornati",16,3,"Kornati 16 3 Out",2150,"Symphodus tinca",20,1,"Summer","NO","1",16600,NA,1980,38,NA,15.317465,43.769591,NA,NA,7.8,125,25,5
"1858","Belmaker","Croatia","Kornati",16,3,"Kornati 16 3 Out",2150,"Symphodus tinca",15,1,"Summer","NO","1",16600,NA,1980,38,NA,15.317465,43.769591,NA,NA,7.8,125,25,5
"1859","Belmaker","Croatia","Kornati",16,3,"Kornati 16 3 Out",2150,"Thalassoma pavo",15,1,"Summer","NO","1",16600,NA,1980,38,NA,15.317465,43.769591,NA,NA,7.8,125,25,5
"1860","Belmaker","Croatia","Kornati",16,3,"Kornati 16 3 Out",2150,"Thalassoma pavo",15,1,"Summer","NO","1",16600,NA,1980,38,NA,15.317465,43.769591,NA,NA,7.8,125,25,5
"1861","Belmaker","Croatia","Kornati",16,3,"Kornati 16 3 Out",2150,"Thalassoma pavo",8,1,"Summer","NO","1",16600,NA,1980,38,NA,15.317465,43.769591,NA,NA,7.8,125,25,5
"1862","Belmaker","Croatia","Kornati",16,3,"Kornati 16 3 Out",2150,"Thalassoma pavo",12,1,"Summer","NO","1",16600,NA,1980,38,NA,15.317465,43.769591,NA,NA,7.8,125,25,5
"1863","Belmaker","Croatia","Kornati",16,3,"Kornati 16 3 Out",2150,"Thalassoma pavo",18,1,"Summer","NO","1",16600,NA,1980,38,NA,15.317465,43.769591,NA,NA,7.8,125,25,5
"1864","Belmaker","Croatia","Kornati",16,3,"Kornati 16 3 Out",2150,"Coris julis",8,6,"Summer","NO","1",16600,NA,1980,38,NA,15.317465,43.769591,NA,NA,7.8,125,25,5
"1865","Belmaker","Croatia","Kornati",16,3,"Kornati 16 3 Out",2150,"Coris julis",10,1,"Summer","NO","1",16600,NA,1980,38,NA,15.317465,43.769591,NA,NA,7.8,125,25,5
"1866","Belmaker","Croatia","Kornati",16,3,"Kornati 16 3 Out",2150,"Coris julis",10,6,"Summer","NO","1",16600,NA,1980,38,NA,15.317465,43.769591,NA,NA,7.8,125,25,5
"1867","Belmaker","Croatia","Kornati",16,3,"Kornati 16 3 Out",2150,"Coris julis",8,6,"Summer","NO","1",16600,NA,1980,38,NA,15.317465,43.769591,NA,NA,7.8,125,25,5
"1868","Belmaker","Croatia","Kornati",16,3,"Kornati 16 3 Out",2150,"Coris julis",15,1,"Summer","NO","1",16600,NA,1980,38,NA,15.317465,43.769591,NA,NA,7.8,125,25,5
"1869","Belmaker","Croatia","Kornati",16,3,"Kornati 16 3 Out",2150,"Spondylisoma cantharus",12,1,"Summer","NO","1",16600,NA,1980,38,NA,15.317465,43.769591,NA,NA,7.8,125,25,5
"1870","Belmaker","Croatia","Kornati",16,3,"Kornati 16 3 Out",2150,"Serranus scriba",13,1,"Summer","NO","1",16600,NA,1980,38,NA,15.317465,43.769591,NA,NA,7.8,125,25,5
"1871","Belmaker","Croatia","Kornati",16,3,"Kornati 16 3 Out",2150,"Serranus scriba",18,1,"Summer","NO","1",16600,NA,1980,38,NA,15.317465,43.769591,NA,NA,7.8,125,25,5
"1872","Belmaker","Croatia","Kornati",16,3,"Kornati 16 3 Out",2150,"Diplodus vulgaris",15,18,"Summer","NO","1",16600,NA,1980,38,NA,15.317465,43.769591,NA,NA,7.8,125,25,5
"1873","Belmaker","Croatia","Kornati",16,3,"Kornati 16 3 Out",2150,"Diplodus vulgaris",18,8,"Summer","NO","1",16600,NA,1980,38,NA,15.317465,43.769591,NA,NA,7.8,125,25,5
"1874","Belmaker","Croatia","Kornati",16,3,"Kornati 16 3 Out",2150,"Diplodus vulgaris",15,3,"Summer","NO","1",16600,NA,1980,38,NA,15.317465,43.769591,NA,NA,7.8,125,25,5
"1875","Belmaker","Croatia","Kornati",16,3,"Kornati 16 3 Out",2150,"Mullus surmuletus",20,4,"Summer","NO","1",16600,NA,1980,38,NA,15.317465,43.769591,NA,NA,7.8,125,25,5
"1876","Belmaker","Croatia","Kornati",16,3,"Kornati 16 3 Out",2150,"Mullus surmuletus",18,1,"Summer","NO","1",16600,NA,1980,38,NA,15.317465,43.769591,NA,NA,7.8,125,25,5
"1877","Belmaker","Croatia","Kornati",16,3,"Kornati 16 3 Out",2150,"Serranus cabrilla",18,1,"Summer","NO","1",16600,NA,1980,38,NA,15.317465,43.769591,NA,NA,7.8,125,25,5
"1878","Belmaker","Croatia","Kornati",16,3,"Kornati 16 3 Out",2150,"Serranus cabrilla",15,1,"Summer","NO","1",16600,NA,1980,38,NA,15.317465,43.769591,NA,NA,7.8,125,25,5
"1879","Belmaker","Croatia","Kornati",16,3,"Kornati 16 3 Out",2150,"Chromis chromis",4,1000,"Summer","NO","1",16600,NA,1980,38,NA,15.317465,43.769591,NA,NA,7.8,125,25,5
"1880","Belmaker","Croatia","Kornati",17,1,"Kornati 17 1 ",2151,"Chromis chromis",4,100,"Summer","NO","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,13.5,125,25,5
"1881","Belmaker","Croatia","Kornati",17,1,"Kornati 17 1 ",2151,"Diplodus vulgaris",12,6,"Summer","NO","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,13.5,125,25,5
"1882","Belmaker","Croatia","Kornati",17,1,"Kornati 17 1 ",2151,"Diplodus vulgaris",17,1,"Summer","NO","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,13.5,125,25,5
"1883","Belmaker","Croatia","Kornati",17,1,"Kornati 17 1 ",2151,"Diplodus vulgaris",18,2,"Summer","NO","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,13.5,125,25,5
"1884","Belmaker","Croatia","Kornati",17,1,"Kornati 17 1 ",2151,"Coris julis",8,1,"Summer","NO","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,13.5,125,25,5
"1885","Belmaker","Croatia","Kornati",17,1,"Kornati 17 1 ",2151,"Coris julis",9,8,"Summer","NO","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,13.5,125,25,5
"1886","Belmaker","Croatia","Kornati",17,1,"Kornati 17 1 ",2151,"Coris julis",16,1,"Summer","NO","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,13.5,125,25,5
"1887","Belmaker","Croatia","Kornati",17,1,"Kornati 17 1 ",2151,"Coris julis",18,1,"Summer","NO","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,13.5,125,25,5
"1888","Belmaker","Croatia","Kornati",17,1,"Kornati 17 1 ",2151,"Sarpa salpa",20,8,"Summer","NO","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,13.5,125,25,5
"1889","Belmaker","Croatia","Kornati",17,1,"Kornati 17 1 ",2151,"Sarpa salpa",26,8,"Summer","NO","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,13.5,125,25,5
"1890","Belmaker","Croatia","Kornati",17,1,"Kornati 17 1 ",2151,"Serranus scriba",14,1,"Summer","NO","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,13.5,125,25,5
"1891","Belmaker","Croatia","Kornati",17,1,"Kornati 17 1 ",2151,"Serranus scriba",18,1,"Summer","NO","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,13.5,125,25,5
"1892","Belmaker","Croatia","Kornati",17,1,"Kornati 17 1 ",2151,"Thalassoma pavo",10,1,"Summer","NO","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,13.5,125,25,5
"1893","Belmaker","Croatia","Kornati",17,1,"Kornati 17 1 ",2151,"Thalassoma pavo",7,1,"Summer","NO","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,13.5,125,25,5
"1894","Belmaker","Croatia","Kornati",17,1,"Kornati 17 1 ",2151,"Symphodus tinca",12,1,"Summer","NO","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,13.5,125,25,5
"1895","Belmaker","Croatia","Kornati",17,1,"Kornati 17 1 ",2151,"Diplodus sargus",16,5,"Summer","NO","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,13.5,125,25,5
"1896","Belmaker","Croatia","Kornati",17,1,"Kornati 17 1 ",2151,"Coris julis",20,1,"Summer","NO","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,13.5,125,25,5
"1897","Belmaker","Croatia","Kornati",17,1,"Kornati 17 1 ",2151,"Coris julis",22,1,"Summer","NO","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,13.5,125,25,5
"1898","Belmaker","Croatia","Kornati",17,1,"Kornati 17 1 ",2151,"Parablennius rouxi",4,1,"Summer","NO","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,13.5,125,25,5
"1899","Belmaker","Croatia","Kornati",17,1,"Kornati 17 1 ",2151,"Serranus cabrilla",10,1,"Summer","NO","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,13.5,125,25,5
"1900","Belmaker","Croatia","Kornati",17,10,"Kornati 17 10 In",2162,"Oblada melanura",12,30,"Summer","YES","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,10,125,25,5
"1901","Belmaker","Croatia","Kornati",17,10,"Kornati 17 10 In",2162,"Symphodus tinca",20,2,"Summer","YES","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,10,125,25,5
"1902","Belmaker","Croatia","Kornati",17,10,"Kornati 17 10 In",2162,"Symphodus tinca",20,1,"Summer","YES","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,10,125,25,5
"1903","Belmaker","Croatia","Kornati",17,10,"Kornati 17 10 In",2162,"Symphodus tinca",15,1,"Summer","YES","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,10,125,25,5
"1904","Belmaker","Croatia","Kornati",17,10,"Kornati 17 10 In",2162,"Symphodus tinca",17,1,"Summer","YES","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,10,125,25,5
"1905","Belmaker","Croatia","Kornati",17,10,"Kornati 17 10 In",2162,"Diplodus vulgaris",15,2,"Summer","YES","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,10,125,25,5
"1906","Belmaker","Croatia","Kornati",17,10,"Kornati 17 10 In",2162,"Diplodus vulgaris",20,1,"Summer","YES","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,10,125,25,5
"1907","Belmaker","Croatia","Kornati",17,10,"Kornati 17 10 In",2162,"Diplodus vulgaris",15,1,"Summer","YES","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,10,125,25,5
"1908","Belmaker","Croatia","Kornati",17,10,"Kornati 17 10 In",2162,"Diplodus vulgaris",15,3,"Summer","YES","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,10,125,25,5
"1909","Belmaker","Croatia","Kornati",17,10,"Kornati 17 10 In",2162,"Diplodus vulgaris",20,1,"Summer","YES","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,10,125,25,5
"1910","Belmaker","Croatia","Kornati",17,10,"Kornati 17 10 In",2162,"Diplodus vulgaris",15,6,"Summer","YES","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,10,125,25,5
"1911","Belmaker","Croatia","Kornati",17,10,"Kornati 17 10 In",2162,"Serranus scriba",20,2,"Summer","YES","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,10,125,25,5
"1912","Belmaker","Croatia","Kornati",17,10,"Kornati 17 10 In",2162,"Serranus scriba",16,1,"Summer","YES","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,10,125,25,5
"1913","Belmaker","Croatia","Kornati",17,10,"Kornati 17 10 In",2162,"Serranus scriba",14,1,"Summer","YES","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,10,125,25,5
"1914","Belmaker","Croatia","Kornati",17,10,"Kornati 17 10 In",2162,"Coris julis",11,1,"Summer","YES","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,10,125,25,5
"1915","Belmaker","Croatia","Kornati",17,10,"Kornati 17 10 In",2162,"Coris julis",10,1,"Summer","YES","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,10,125,25,5
"1916","Belmaker","Croatia","Kornati",17,10,"Kornati 17 10 In",2162,"Coris julis",12,1,"Summer","YES","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,10,125,25,5
"1917","Belmaker","Croatia","Kornati",17,10,"Kornati 17 10 In",2162,"Coris julis",14,2,"Summer","YES","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,10,125,25,5
"1918","Belmaker","Croatia","Kornati",17,10,"Kornati 17 10 In",2162,"Coris julis",15,1,"Summer","YES","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,10,125,25,5
"1919","Belmaker","Croatia","Kornati",17,10,"Kornati 17 10 In",2162,"Coris julis",14,1,"Summer","YES","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,10,125,25,5
"1920","Belmaker","Croatia","Kornati",17,10,"Kornati 17 10 In",2162,"Coris julis",6,1,"Summer","YES","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,10,125,25,5
"1921","Belmaker","Croatia","Kornati",17,10,"Kornati 17 10 In",2162,"Coris julis",12,1,"Summer","YES","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,10,125,25,5
"1922","Belmaker","Croatia","Kornati",17,10,"Kornati 17 10 In",2162,"Diplodus annularis",12,1,"Summer","YES","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,10,125,25,5
"1923","Belmaker","Croatia","Kornati",17,10,"Kornati 17 10 In",2162,"Diplodus puntazzo",17,1,"Summer","YES","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,10,125,25,5
"1924","Belmaker","Croatia","Kornati",17,10,"Kornati 17 10 In",2162,"Symphodus rostratus",11,1,"Summer","YES","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,10,125,25,5
"1925","Belmaker","Croatia","Kornati",17,10,"Kornati 17 10 In",2162,"Symphodus melanocercus",8,1,"Summer","YES","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,10,125,25,5
"1926","Belmaker","Croatia","Kornati",17,10,"Kornati 17 10 In",2162,"Symphodus mediterraneus",12,1,"Summer","YES","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,10,125,25,5
"1927","Belmaker","Croatia","Kornati",17,10,"Kornati 17 10 In",2162,"Phycis phycis",50,1,"Summer","YES","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,10,125,25,5
"1928","Belmaker","Croatia","Kornati",17,11,"Kornati 17 11 In",2163,"Oblada melanura",10,2,"Summer","YES","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,10,125,25,5
"1929","Belmaker","Croatia","Kornati",17,11,"Kornati 17 11 In",2163,"Coris julis",12,1,"Summer","YES","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,10,125,25,5
"1930","Belmaker","Croatia","Kornati",17,11,"Kornati 17 11 In",2163,"Coris julis",11,3,"Summer","YES","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,10,125,25,5
"1931","Belmaker","Croatia","Kornati",17,11,"Kornati 17 11 In",2163,"Coris julis",12,2,"Summer","YES","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,10,125,25,5
"1932","Belmaker","Croatia","Kornati",17,11,"Kornati 17 11 In",2163,"Coris julis",10,2,"Summer","YES","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,10,125,25,5
"1933","Belmaker","Croatia","Kornati",17,11,"Kornati 17 11 In",2163,"Coris julis",14,1,"Summer","YES","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,10,125,25,5
"1934","Belmaker","Croatia","Kornati",17,11,"Kornati 17 11 In",2163,"Coris julis",12,4,"Summer","YES","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,10,125,25,5
"1935","Belmaker","Croatia","Kornati",17,11,"Kornati 17 11 In",2163,"Coris julis",17,1,"Summer","YES","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,10,125,25,5
"1936","Belmaker","Croatia","Kornati",17,11,"Kornati 17 11 In",2163,"Coris julis",12,6,"Summer","YES","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,10,125,25,5
"1937","Belmaker","Croatia","Kornati",17,11,"Kornati 17 11 In",2163,"Chromis chromis",8,5,"Summer","YES","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,10,125,25,5
"1938","Belmaker","Croatia","Kornati",17,11,"Kornati 17 11 In",2163,"Chromis chromis",10,1,"Summer","YES","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,10,125,25,5
"1939","Belmaker","Croatia","Kornati",17,11,"Kornati 17 11 In",2163,"Chromis chromis",8,1,"Summer","YES","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,10,125,25,5
"1940","Belmaker","Croatia","Kornati",17,11,"Kornati 17 11 In",2163,"Chromis chromis",6,70,"Summer","YES","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,10,125,25,5
"1941","Belmaker","Croatia","Kornati",17,11,"Kornati 17 11 In",2163,"Serranus scriba",14,1,"Summer","YES","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,10,125,25,5
"1942","Belmaker","Croatia","Kornati",17,11,"Kornati 17 11 In",2163,"Serranus scriba",17,1,"Summer","YES","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,10,125,25,5
"1943","Belmaker","Croatia","Kornati",17,11,"Kornati 17 11 In",2163,"Diplodus puntazzo",17,1,"Summer","YES","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,10,125,25,5
"1944","Belmaker","Croatia","Kornati",17,11,"Kornati 17 11 In",2163,"Diplodus vulgaris",15,1,"Summer","YES","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,10,125,25,5
"1945","Belmaker","Croatia","Kornati",17,11,"Kornati 17 11 In",2163,"Diplodus vulgaris",15,3,"Summer","YES","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,10,125,25,5
"1946","Belmaker","Croatia","Kornati",17,11,"Kornati 17 11 In",2163,"Diplodus vulgaris",15,2,"Summer","YES","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,10,125,25,5
"1947","Belmaker","Croatia","Kornati",17,11,"Kornati 17 11 In",2163,"Symphodus tinca",14,1,"Summer","YES","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,10,125,25,5
"1948","Belmaker","Croatia","Kornati",17,11,"Kornati 17 11 In",2163,"Symphodus tinca",17,1,"Summer","YES","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,10,125,25,5
"1949","Belmaker","Croatia","Kornati",17,11,"Kornati 17 11 In",2163,"Thalassoma pavo",8,1,"Summer","YES","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,10,125,25,5
"1950","Belmaker","Croatia","Kornati",17,11,"Kornati 17 11 In",2163,"Sarpa salpa",30,2,"Summer","YES","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,10,125,25,5
"1951","Belmaker","Croatia","Kornati",17,11,"Kornati 17 11 In",2163,"Sarpa salpa",30,7,"Summer","YES","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,10,125,25,5
"1952","Belmaker","Croatia","Kornati",17,11,"Kornati 17 11 In",2163,"Mullus surmuletus",20,1,"Summer","YES","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,10,125,25,5
"1953","Belmaker","Croatia","Kornati",17,11,"Kornati 17 11 In",2163,"Diplodus annularis",10,1,"Summer","YES","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,10,125,25,5
"1954","Belmaker","Croatia","Kornati",17,11,"Kornati 17 11 In",2163,"Coris julis",15,1,"Summer","YES","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,10,125,25,5
"1955","Belmaker","Croatia","Kornati",17,11,"Kornati 17 11 In",2163,"Coris julis",16,1,"Summer","YES","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,10,125,25,5
"1956","Belmaker","Croatia","Kornati",17,11,"Kornati 17 11 In",2163,"Diplodus sargus",15,1,"Summer","YES","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,10,125,25,5
"1957","Belmaker","Croatia","Kornati",17,11,"Kornati 17 11 In",2163,"Sparus aurata",25,1,"Summer","YES","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,10,125,25,5
"1958","Belmaker","Croatia","Kornati",17,2,"Kornati 17 2 ",2152,"Diplodus vulgaris",16,1,"Summer","NO","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,8,125,25,5
"1959","Belmaker","Croatia","Kornati",17,2,"Kornati 17 2 ",2152,"Coris julis",8,5,"Summer","NO","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,8,125,25,5
"1960","Belmaker","Croatia","Kornati",17,2,"Kornati 17 2 ",2152,"Coris julis",11,2,"Summer","NO","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,8,125,25,5
"1961","Belmaker","Croatia","Kornati",17,2,"Kornati 17 2 ",2152,"Coris julis",7,4,"Summer","NO","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,8,125,25,5
"1962","Belmaker","Croatia","Kornati",17,2,"Kornati 17 2 ",2152,"Coris julis",12,1,"Summer","NO","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,8,125,25,5
"1963","Belmaker","Croatia","Kornati",17,2,"Kornati 17 2 ",2152,"Scorpaenidae spp.",16,1,"Summer","NO","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,8,125,25,5
"1964","Belmaker","Croatia","Kornati",17,2,"Kornati 17 2 ",2152,"Oblada melanura",15,3,"Summer","NO","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,8,125,25,5
"1965","Belmaker","Croatia","Kornati",17,2,"Kornati 17 2 ",2152,"Diplodus sargus",10,5,"Summer","NO","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,8,125,25,5
"1966","Belmaker","Croatia","Kornati",17,2,"Kornati 17 2 ",2152,"Coris julis",12,2,"Summer","NO","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,8,125,25,5
"1967","Belmaker","Croatia","Kornati",17,2,"Kornati 17 2 ",2152,"Coris julis",13,1,"Summer","NO","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,8,125,25,5
"1968","Belmaker","Croatia","Kornati",17,2,"Kornati 17 2 ",2152,"Coris julis",10,1,"Summer","NO","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,8,125,25,5
"1969","Belmaker","Croatia","Kornati",17,2,"Kornati 17 2 ",2152,"Coris julis",8,7,"Summer","NO","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,8,125,25,5
"1970","Belmaker","Croatia","Kornati",17,2,"Kornati 17 2 ",2152,"Chromis chromis",8,60,"Summer","NO","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,8,125,25,5
"1971","Belmaker","Croatia","Kornati",17,2,"Kornati 17 2 ",2152,"Chromis chromis",4,60,"Summer","NO","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,8,125,25,5
"1972","Belmaker","Croatia","Kornati",17,3,"Kornati 17 3 ",2153,"Chromis chromis",8,60,"Summer","NO","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,8.4,125,25,5
"1973","Belmaker","Croatia","Kornati",17,3,"Kornati 17 3 ",2153,"Coris julis",13,1,"Summer","NO","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,8.4,125,25,5
"1974","Belmaker","Croatia","Kornati",17,3,"Kornati 17 3 ",2153,"Coris julis",10,1,"Summer","NO","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,8.4,125,25,5
"1975","Belmaker","Croatia","Kornati",17,3,"Kornati 17 3 ",2153,"Coris julis",8,7,"Summer","NO","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,8.4,125,25,5
"1976","Belmaker","Croatia","Kornati",17,3,"Kornati 17 3 ",2153,"Sarpa salpa",30,1,"Summer","NO","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,8.4,125,25,5
"1977","Belmaker","Croatia","Kornati",17,3,"Kornati 17 3 ",2153,"Sarpa salpa",23,3,"Summer","NO","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,8.4,125,25,5
"1978","Belmaker","Croatia","Kornati",17,3,"Kornati 17 3 ",2153,"Serranus scriba",16,2,"Summer","NO","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,8.4,125,25,5
"1979","Belmaker","Croatia","Kornati",17,3,"Kornati 17 3 ",2153,"Serranus scriba",14,2,"Summer","NO","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,8.4,125,25,5
"1980","Belmaker","Croatia","Kornati",17,3,"Kornati 17 3 ",2153,"Diplodus vulgaris",15,3,"Summer","NO","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,8.4,125,25,5
"1981","Belmaker","Croatia","Kornati",17,3,"Kornati 17 3 ",2153,"Symphodus tinca",5,1,"Summer","NO","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,8.4,125,25,5
"1982","Belmaker","Croatia","Kornati",17,3,"Kornati 17 3 ",2153,"Symphodus tinca",9,1,"Summer","NO","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,8.4,125,25,5
"1983","Belmaker","Croatia","Kornati",17,3,"Kornati 17 3 ",2153,"Thalassoma pavo",14,13,"Summer","NO","1",16600,NA,1980,38,NA,15.386078,43.734888,NA,NA,8.4,125,25,5
"1984","Belmaker","Croatia","Kornati",18,1,"Kornati 18 1 In",2154,"Chromis chromis",6,20,"Summer","YES","1",16600,NA,1980,38,NA,15.555835,43.689981,NA,NA,8,125,25,5
"1985","Belmaker","Croatia","Kornati",18,1,"Kornati 18 1 In",2154,"Chromis chromis",8,10,"Summer","YES","1",16600,NA,1980,38,NA,15.555835,43.689981,NA,NA,8,125,25,5
"1986","Belmaker","Croatia","Kornati",18,1,"Kornati 18 1 In",2154,"Diplodus annularis",8,10,"Summer","YES","1",16600,NA,1980,38,NA,15.555835,43.689981,NA,NA,8,125,25,5
"1987","Belmaker","Croatia","Kornati",18,1,"Kornati 18 1 In",2154,"Oblada melanura",7,50,"Summer","YES","1",16600,NA,1980,38,NA,15.555835,43.689981,NA,NA,8,125,25,5
"1988","Belmaker","Croatia","Kornati",18,1,"Kornati 18 1 In",2154,"Symphodus doderleini",6,6,"Summer","YES","1",16600,NA,1980,38,NA,15.555835,43.689981,NA,NA,8,125,25,5
"1989","Belmaker","Croatia","Kornati",18,1,"Kornati 18 1 In",2154,"Serranus scriba",15,1,"Summer","YES","1",16600,NA,1980,38,NA,15.555835,43.689981,NA,NA,8,125,25,5
"1990","Belmaker","Croatia","Kornati",18,10,"Kornati 18 10 In",2164,"Oblada melanura",15,35,"Summer","YES","1",16600,NA,1980,38,NA,15.555835,43.689981,NA,NA,4.2,125,25,5
"1991","Belmaker","Croatia","Kornati",18,10,"Kornati 18 10 In",2164,"Oblada melanura",15,10,"Summer","YES","1",16600,NA,1980,38,NA,15.555835,43.689981,NA,NA,4.2,125,25,5
"1992","Belmaker","Croatia","Kornati",18,10,"Kornati 18 10 In",2164,"Oblada melanura",10,20,"Summer","YES","1",16600,NA,1980,38,NA,15.555835,43.689981,NA,NA,4.2,125,25,5
