"","data.origin","country","site","site.code","sub.site","transect","trans","species","sp.length","sp.n","season","protection","enforcement","total.mpa.ha","size.notake","yr.creation","age.reserve.yr","rug","lon","lat","d.range.code","depth.range","depth","t.area","t.length","t.width"
"1","Belmaker","Croatia","Brijuni",1,1,"Brijuni 1 1 In",2067,"Chromis chromis",12,5,"Summer","YES","3",2651,2651,1983,35,NA,13.764692,44.900247,NA,NA,6.7,125,25,5
"2","Belmaker","Croatia","Brijuni",1,1,"Brijuni 1 1 In",2067,"Chromis chromis",10,4,"Summer","YES","3",2651,2651,1983,35,NA,13.764692,44.900247,NA,NA,6.7,125,25,5
"3","Belmaker","Croatia","Brijuni",1,1,"Brijuni 1 1 In",2067,"Chromis chromis",8,10,"Summer","YES","3",2651,2651,1983,35,NA,13.764692,44.900247,NA,NA,6.7,125,25,5
"4","Belmaker","Croatia","Brijuni",1,1,"Brijuni 1 1 In",2067,"Serranus scriba",12,1,"Summer","YES","3",2651,2651,1983,35,NA,13.764692,44.900247,NA,NA,6.7,125,25,5
"5","Belmaker","Croatia","Brijuni",1,1,"Brijuni 1 1 In",2067,"Coris julis",12,1,"Summer","YES","3",2651,2651,1983,35,NA,13.764692,44.900247,NA,NA,6.7,125,25,5
"6","Belmaker","Croatia","Brijuni",1,1,"Brijuni 1 1 In",2067,"Diplodus vulgaris",15,6,"Summer","YES","3",2651,2651,1983,35,NA,13.764692,44.900247,NA,NA,6.7,125,25,5
"7","Belmaker","Croatia","Brijuni",1,1,"Brijuni 1 1 In",2067,"Diplodus vulgaris",12,3,"Summer","YES","3",2651,2651,1983,35,NA,13.764692,44.900247,NA,NA,6.7,125,25,5
"8","Belmaker","Croatia","Brijuni",1,1,"Brijuni 1 1 In",2067,"Chromis chromis",12,3,"Summer","YES","3",2651,2651,1983,35,NA,13.764692,44.900247,NA,NA,6.7,125,25,5
"9","Belmaker","Croatia","Brijuni",1,10,"Brijuni 1 10 In",2046,"Chromis chromis",8,50,"Summer","YES","3",2651,2651,1983,35,NA,13.764692,44.900247,NA,NA,8.2,125,25,5
"10","Belmaker","Croatia","Brijuni",1,10,"Brijuni 1 10 In",2046,"Diplodus vulgaris",15,10,"Summer","YES","3",2651,2651,1983,35,NA,13.764692,44.900247,NA,NA,8.2,125,25,5
"11","Belmaker","Croatia","Brijuni",1,10,"Brijuni 1 10 In",2046,"Serranus scriba",30,1,"Summer","YES","3",2651,2651,1983,35,NA,13.764692,44.900247,NA,NA,8.2,125,25,5
"12","Belmaker","Croatia","Brijuni",1,10,"Brijuni 1 10 In",2046,"Serranus scriba",15,1,"Summer","YES","3",2651,2651,1983,35,NA,13.764692,44.900247,NA,NA,8.2,125,25,5
"13","Belmaker","Croatia","Brijuni",1,10,"Brijuni 1 10 In",2046,"Serranus scriba",20,1,"Summer","YES","3",2651,2651,1983,35,NA,13.764692,44.900247,NA,NA,8.2,125,25,5
"14","Belmaker","Croatia","Brijuni",1,10,"Brijuni 1 10 In",2046,"Coris julis",20,1,"Summer","YES","3",2651,2651,1983,35,NA,13.764692,44.900247,NA,NA,8.2,125,25,5
"15","Belmaker","Croatia","Brijuni",1,10,"Brijuni 1 10 In",2046,"Coris julis",20,1,"Summer","YES","3",2651,2651,1983,35,NA,13.764692,44.900247,NA,NA,8.2,125,25,5
"16","Belmaker","Croatia","Brijuni",1,10,"Brijuni 1 10 In",2046,"Labrus merula",35,1,"Summer","YES","3",2651,2651,1983,35,NA,13.764692,44.900247,NA,NA,8.2,125,25,5
"17","Belmaker","Croatia","Brijuni",1,10,"Brijuni 1 10 In",2046,"Gobius bucchichi",8,1,"Summer","YES","3",2651,2651,1983,35,NA,13.764692,44.900247,NA,NA,8.2,125,25,5
"18","Belmaker","Croatia","Brijuni",1,10,"Brijuni 1 10 In",2046,"Tripterygion melanurus",10,1,"Summer","YES","3",2651,2651,1983,35,NA,13.764692,44.900247,NA,NA,8.2,125,25,5
"19","Belmaker","Croatia","Brijuni",1,11,"Brijuni 1 11 In",2047,"Chromis chromis",7,30,"Summer","YES","3",2651,2651,1983,35,NA,13.764692,44.900247,NA,NA,8.2,125,25,5
"20","Belmaker","Croatia","Brijuni",1,11,"Brijuni 1 11 In",2047,"Chromis chromis",7,10,"Summer","YES","3",2651,2651,1983,35,NA,13.764692,44.900247,NA,NA,8.2,125,25,5
"21","Belmaker","Croatia","Brijuni",1,11,"Brijuni 1 11 In",2047,"Diplodus vulgaris",20,9,"Summer","YES","3",2651,2651,1983,35,NA,13.764692,44.900247,NA,NA,8.2,125,25,5
"22","Belmaker","Croatia","Brijuni",1,11,"Brijuni 1 11 In",2047,"Diplodus vulgaris",20,1,"Summer","YES","3",2651,2651,1983,35,NA,13.764692,44.900247,NA,NA,8.2,125,25,5
"23","Belmaker","Croatia","Brijuni",1,11,"Brijuni 1 11 In",2047,"Serranus scriba",15,1,"Summer","YES","3",2651,2651,1983,35,NA,13.764692,44.900247,NA,NA,8.2,125,25,5
"24","Belmaker","Croatia","Brijuni",1,11,"Brijuni 1 11 In",2047,"Serranus scriba",20,1,"Summer","YES","3",2651,2651,1983,35,NA,13.764692,44.900247,NA,NA,8.2,125,25,5
"25","Belmaker","Croatia","Brijuni",1,11,"Brijuni 1 11 In",2047,"Parablennius rouxi",5,1,"Summer","YES","3",2651,2651,1983,35,NA,13.764692,44.900247,NA,NA,8.2,125,25,5
"26","Belmaker","Croatia","Brijuni",1,12,"Brijuni 1 12 In",2048,"Chromis chromis",10,20,"Summer","YES","3",2651,2651,1983,35,NA,13.764692,44.900247,NA,NA,9,125,25,5
"27","Belmaker","Croatia","Brijuni",1,12,"Brijuni 1 12 In",2048,"Chromis chromis",10,20,"Summer","YES","3",2651,2651,1983,35,NA,13.764692,44.900247,NA,NA,9,125,25,5
"28","Belmaker","Croatia","Brijuni",1,12,"Brijuni 1 12 In",2048,"Chromis chromis",8,10,"Summer","YES","3",2651,2651,1983,35,NA,13.764692,44.900247,NA,NA,9,125,25,5
"29","Belmaker","Croatia","Brijuni",1,12,"Brijuni 1 12 In",2048,"Diplodus vulgaris",25,30,"Summer","YES","3",2651,2651,1983,35,NA,13.764692,44.900247,NA,NA,9,125,25,5
"30","Belmaker","Croatia","Brijuni",1,12,"Brijuni 1 12 In",2048,"Diplodus vulgaris",20,5,"Summer","YES","3",2651,2651,1983,35,NA,13.764692,44.900247,NA,NA,9,125,25,5
"31","Belmaker","Croatia","Brijuni",1,12,"Brijuni 1 12 In",2048,"Dentex dentex",30,1,"Summer","YES","3",2651,2651,1983,35,NA,13.764692,44.900247,NA,NA,9,125,25,5
"32","Belmaker","Croatia","Brijuni",1,12,"Brijuni 1 12 In",2048,"Coris julis",15,2,"Summer","YES","3",2651,2651,1983,35,NA,13.764692,44.900247,NA,NA,9,125,25,5
"33","Belmaker","Croatia","Brijuni",1,12,"Brijuni 1 12 In",2048,"Coris julis",5,1,"Summer","YES","3",2651,2651,1983,35,NA,13.764692,44.900247,NA,NA,9,125,25,5
"34","Belmaker","Croatia","Brijuni",1,12,"Brijuni 1 12 In",2048,"Coris julis",15,1,"Summer","YES","3",2651,2651,1983,35,NA,13.764692,44.900247,NA,NA,9,125,25,5
"35","Belmaker","Croatia","Brijuni",1,12,"Brijuni 1 12 In",2048,"Parablennius rouxi",10,1,"Summer","YES","3",2651,2651,1983,35,NA,13.764692,44.900247,NA,NA,9,125,25,5
"36","Belmaker","Croatia","Brijuni",1,12,"Brijuni 1 12 In",2048,"Gobius bucchichi",8,1,"Summer","YES","3",2651,2651,1983,35,NA,13.764692,44.900247,NA,NA,9,125,25,5
"37","Belmaker","Croatia","Brijuni",1,12,"Brijuni 1 12 In",2048,"Gobius bucchichi",8,1,"Summer","YES","3",2651,2651,1983,35,NA,13.764692,44.900247,NA,NA,9,125,25,5
"38","Belmaker","Croatia","Brijuni",1,12,"Brijuni 1 12 In",2048,"Serranus scriba",20,3,"Summer","YES","3",2651,2651,1983,35,NA,13.764692,44.900247,NA,NA,9,125,25,5
"39","Belmaker","Croatia","Brijuni",1,12,"Brijuni 1 12 In",2048,"Serranus scriba",15,6,"Summer","YES","3",2651,2651,1983,35,NA,13.764692,44.900247,NA,NA,9,125,25,5
"40","Belmaker","Croatia","Brijuni",1,12,"Brijuni 1 12 In",2048,"Serranus scriba",15,8,"Summer","YES","3",2651,2651,1983,35,NA,13.764692,44.900247,NA,NA,9,125,25,5
"41","Belmaker","Croatia","Brijuni",1,2,"Brijuni 1 2 In",2068,"Diplodus vulgaris",6,5,"Summer","YES","3",2651,2651,1983,35,NA,13.764692,44.900247,NA,NA,6,125,25,5
"42","Belmaker","Croatia","Brijuni",1,2,"Brijuni 1 2 In",2068,"Diplodus vulgaris",12,4,"Summer","YES","3",2651,2651,1983,35,NA,13.764692,44.900247,NA,NA,6,125,25,5
"43","Belmaker","Croatia","Brijuni",1,2,"Brijuni 1 2 In",2068,"Diplodus vulgaris",6,2,"Summer","YES","3",2651,2651,1983,35,NA,13.764692,44.900247,NA,NA,6,125,25,5
"44","Belmaker","Croatia","Brijuni",1,2,"Brijuni 1 2 In",2068,"Diplodus vulgaris",10,8,"Summer","YES","3",2651,2651,1983,35,NA,13.764692,44.900247,NA,NA,6,125,25,5
"45","Belmaker","Croatia","Brijuni",1,2,"Brijuni 1 2 In",2068,"Diplodus annularis",14,6,"Summer","YES","3",2651,2651,1983,35,NA,13.764692,44.900247,NA,NA,6,125,25,5
"46","Belmaker","Croatia","Brijuni",1,2,"Brijuni 1 2 In",2068,"Coris julis",16,1,"Summer","YES","3",2651,2651,1983,35,NA,13.764692,44.900247,NA,NA,6,125,25,5
"47","Belmaker","Croatia","Brijuni",1,2,"Brijuni 1 2 In",2068,"Coris julis",14,6,"Summer","YES","3",2651,2651,1983,35,NA,13.764692,44.900247,NA,NA,6,125,25,5
"48","Belmaker","Croatia","Brijuni",1,2,"Brijuni 1 2 In",2068,"Symphodus tinca",12,1,"Summer","YES","3",2651,2651,1983,35,NA,13.764692,44.900247,NA,NA,6,125,25,5
"49","Belmaker","Croatia","Brijuni",1,2,"Brijuni 1 2 In",2068,"Symphodus tinca",12,2,"Summer","YES","3",2651,2651,1983,35,NA,13.764692,44.900247,NA,NA,6,125,25,5
"50","Belmaker","Croatia","Brijuni",1,2,"Brijuni 1 2 In",2068,"Chromis chromis",6,40,"Summer","YES","3",2651,2651,1983,35,NA,13.764692,44.900247,NA,NA,6,125,25,5
"51","Belmaker","Croatia","Brijuni",1,2,"Brijuni 1 2 In",2068,"Chromis chromis",6,60,"Summer","YES","3",2651,2651,1983,35,NA,13.764692,44.900247,NA,NA,6,125,25,5
"52","Belmaker","Croatia","Brijuni",1,2,"Brijuni 1 2 In",2068,"Oblada melanura",14,6,"Summer","YES","3",2651,2651,1983,35,NA,13.764692,44.900247,NA,NA,6,125,25,5
"53","Belmaker","Croatia","Brijuni",1,3,"Brijuni 1 3 In",2069,"Diplodus vulgaris",16,1,"Summer","YES","3",2651,2651,1983,35,NA,13.764692,44.900247,NA,NA,3.2,125,25,5
"54","Belmaker","Croatia","Brijuni",1,3,"Brijuni 1 3 In",2069,"Diplodus vulgaris",10,1,"Summer","YES","3",2651,2651,1983,35,NA,13.764692,44.900247,NA,NA,3.2,125,25,5
"55","Belmaker","Croatia","Brijuni",1,3,"Brijuni 1 3 In",2069,"Diplodus vulgaris",16,1,"Summer","YES","3",2651,2651,1983,35,NA,13.764692,44.900247,NA,NA,3.2,125,25,5
"56","Belmaker","Croatia","Brijuni",1,3,"Brijuni 1 3 In",2069,"Diplodus vulgaris",18,1,"Summer","YES","3",2651,2651,1983,35,NA,13.764692,44.900247,NA,NA,3.2,125,25,5
"57","Belmaker","Croatia","Brijuni",1,3,"Brijuni 1 3 In",2069,"Serranus scriba",10,1,"Summer","YES","3",2651,2651,1983,35,NA,13.764692,44.900247,NA,NA,3.2,125,25,5
"58","Belmaker","Croatia","Brijuni",1,3,"Brijuni 1 3 In",2069,"Serranus scriba",12,2,"Summer","YES","3",2651,2651,1983,35,NA,13.764692,44.900247,NA,NA,3.2,125,25,5
"59","Belmaker","Croatia","Brijuni",1,4,"Brijuni 1 4 In",2070,"Chromis chromis",6,70,"Summer","YES","3",2651,2651,1983,35,NA,13.764692,44.900247,NA,NA,3.5,125,25,5
"60","Belmaker","Croatia","Brijuni",1,4,"Brijuni 1 4 In",2070,"Chromis chromis",8,20,"Summer","YES","3",2651,2651,1983,35,NA,13.764692,44.900247,NA,NA,3.5,125,25,5
"61","Belmaker","Croatia","Brijuni",1,4,"Brijuni 1 4 In",2070,"Chromis chromis",6,2,"Summer","YES","3",2651,2651,1983,35,NA,13.764692,44.900247,NA,NA,3.5,125,25,5
"62","Belmaker","Croatia","Brijuni",1,4,"Brijuni 1 4 In",2070,"Oblada melanura",16,8,"Summer","YES","3",2651,2651,1983,35,NA,13.764692,44.900247,NA,NA,3.5,125,25,5
"63","Belmaker","Croatia","Brijuni",1,4,"Brijuni 1 4 In",2070,"Serranus scriba",16,1,"Summer","YES","3",2651,2651,1983,35,NA,13.764692,44.900247,NA,NA,3.5,125,25,5
"64","Belmaker","Croatia","Brijuni",1,4,"Brijuni 1 4 In",2070,"Serranus scriba",14,1,"Summer","YES","3",2651,2651,1983,35,NA,13.764692,44.900247,NA,NA,3.5,125,25,5
"65","Belmaker","Croatia","Brijuni",10,1,"Brijuni 10 1 Out",2115,"Coris julis",10,5,"Summer","NO","0",2651,2651,1983,35,NA,13.81704,44.856742,NA,NA,7,125,25,5
"66","Belmaker","Croatia","Brijuni",10,1,"Brijuni 10 1 Out",2115,"Diplodus vulgaris",15,4,"Summer","NO","0",2651,2651,1983,35,NA,13.81704,44.856742,NA,NA,7,125,25,5
"67","Belmaker","Croatia","Brijuni",10,1,"Brijuni 10 1 Out",2115,"Diplodus vulgaris",12,1,"Summer","NO","0",2651,2651,1983,35,NA,13.81704,44.856742,NA,NA,7,125,25,5
"68","Belmaker","Croatia","Brijuni",10,1,"Brijuni 10 1 Out",2115,"Diplodus vulgaris",18,1,"Summer","NO","0",2651,2651,1983,35,NA,13.81704,44.856742,NA,NA,7,125,25,5
"69","Belmaker","Croatia","Brijuni",10,1,"Brijuni 10 1 Out",2115,"Chromis chromis",6,20,"Summer","NO","0",2651,2651,1983,35,NA,13.81704,44.856742,NA,NA,7,125,25,5
"70","Belmaker","Croatia","Brijuni",10,1,"Brijuni 10 1 Out",2115,"Symphodus tinca",2,5,"Summer","NO","0",2651,2651,1983,35,NA,13.81704,44.856742,NA,NA,7,125,25,5
"71","Belmaker","Croatia","Brijuni",10,1,"Brijuni 10 1 Out",2115,"Symphodus tinca",4,7,"Summer","NO","0",2651,2651,1983,35,NA,13.81704,44.856742,NA,NA,7,125,25,5
"72","Belmaker","Croatia","Brijuni",10,1,"Brijuni 10 1 Out",2115,"Serranus scriba",12,2,"Summer","NO","0",2651,2651,1983,35,NA,13.81704,44.856742,NA,NA,7,125,25,5
"73","Belmaker","Croatia","Brijuni",10,1,"Brijuni 10 1 Out",2115,"Serranus scriba",12,1,"Summer","NO","0",2651,2651,1983,35,NA,13.81704,44.856742,NA,NA,7,125,25,5
"74","Belmaker","Croatia","Brijuni",10,1,"Brijuni 10 1 Out",2115,"Diplodus puntazzo",15,1,"Summer","NO","0",2651,2651,1983,35,NA,13.81704,44.856742,NA,NA,7,125,25,5
"75","Belmaker","Croatia","Brijuni",10,1,"Brijuni 10 1 Out",2115,"Diplodus puntazzo",25,1,"Summer","NO","0",2651,2651,1983,35,NA,13.81704,44.856742,NA,NA,7,125,25,5
"76","Belmaker","Croatia","Brijuni",10,1,"Brijuni 10 1 Out",2115,"Diplodus sargus",15,1,"Summer","NO","0",2651,2651,1983,35,NA,13.81704,44.856742,NA,NA,7,125,25,5
"77","Belmaker","Croatia","Brijuni",10,10,"Brijuni 10 10 Out",2101,"Spondylisoma cantharus",17,1,"Summer","NO","0",2651,2651,1983,35,NA,13.81704,44.856742,NA,NA,9.2,125,25,5
"78","Belmaker","Croatia","Brijuni",10,10,"Brijuni 10 10 Out",2101,"Mullus surmuletus",7,2,"Summer","NO","0",2651,2651,1983,35,NA,13.81704,44.856742,NA,NA,9.2,125,25,5
"79","Belmaker","Croatia","Brijuni",10,10,"Brijuni 10 10 Out",2101,"Coris julis",13,4,"Summer","NO","0",2651,2651,1983,35,NA,13.81704,44.856742,NA,NA,9.2,125,25,5
"80","Belmaker","Croatia","Brijuni",10,10,"Brijuni 10 10 Out",2101,"Coris julis",14,2,"Summer","NO","0",2651,2651,1983,35,NA,13.81704,44.856742,NA,NA,9.2,125,25,5
"81","Belmaker","Croatia","Brijuni",10,10,"Brijuni 10 10 Out",2101,"Coris julis",21,1,"Summer","NO","0",2651,2651,1983,35,NA,13.81704,44.856742,NA,NA,9.2,125,25,5
"82","Belmaker","Croatia","Brijuni",10,10,"Brijuni 10 10 Out",2101,"Coris julis",22,1,"Summer","NO","0",2651,2651,1983,35,NA,13.81704,44.856742,NA,NA,9.2,125,25,5
"83","Belmaker","Croatia","Brijuni",10,10,"Brijuni 10 10 Out",2101,"Coris julis",13,1,"Summer","NO","0",2651,2651,1983,35,NA,13.81704,44.856742,NA,NA,9.2,125,25,5
"84","Belmaker","Croatia","Brijuni",10,10,"Brijuni 10 10 Out",2101,"Coris julis",14,1,"Summer","NO","0",2651,2651,1983,35,NA,13.81704,44.856742,NA,NA,9.2,125,25,5
"85","Belmaker","Croatia","Brijuni",10,10,"Brijuni 10 10 Out",2101,"Coris julis",20,1,"Summer","NO","0",2651,2651,1983,35,NA,13.81704,44.856742,NA,NA,9.2,125,25,5
"86","Belmaker","Croatia","Brijuni",10,10,"Brijuni 10 10 Out",2101,"Coris julis",14,1,"Summer","NO","0",2651,2651,1983,35,NA,13.81704,44.856742,NA,NA,9.2,125,25,5
"87","Belmaker","Croatia","Brijuni",10,10,"Brijuni 10 10 Out",2101,"Serranus hepatus",10,1,"Summer","NO","0",2651,2651,1983,35,NA,13.81704,44.856742,NA,NA,9.2,125,25,5
"88","Belmaker","Croatia","Brijuni",10,10,"Brijuni 10 10 Out",2101,"Diplodus sargus",20,1,"Summer","NO","0",2651,2651,1983,35,NA,13.81704,44.856742,NA,NA,9.2,125,25,5
"89","Belmaker","Croatia","Brijuni",10,10,"Brijuni 10 10 Out",2101,"Diplodus sargus",17,1,"Summer","NO","0",2651,2651,1983,35,NA,13.81704,44.856742,NA,NA,9.2,125,25,5
"90","Belmaker","Croatia","Brijuni",10,10,"Brijuni 10 10 Out",2101,"Diplodus sargus",17,1,"Summer","NO","0",2651,2651,1983,35,NA,13.81704,44.856742,NA,NA,9.2,125,25,5
"91","Belmaker","Croatia","Brijuni",10,10,"Brijuni 10 10 Out",2101,"Diplodus vulgaris",17,2,"Summer","NO","0",2651,2651,1983,35,NA,13.81704,44.856742,NA,NA,9.2,125,25,5
"92","Belmaker","Croatia","Brijuni",10,11,"Brijuni 10 11 Out",2102,"Chromis chromis",8,15,"Summer","NO","0",2651,2651,1983,35,NA,13.81704,44.856742,NA,NA,8,125,25,5
"93","Belmaker","Croatia","Brijuni",10,11,"Brijuni 10 11 Out",2102,"Coris julis",10,10,"Summer","NO","0",2651,2651,1983,35,NA,13.81704,44.856742,NA,NA,8,125,25,5
"94","Belmaker","Croatia","Brijuni",10,11,"Brijuni 10 11 Out",2102,"Coris julis",8,10,"Summer","NO","0",2651,2651,1983,35,NA,13.81704,44.856742,NA,NA,8,125,25,5
"95","Belmaker","Croatia","Brijuni",10,11,"Brijuni 10 11 Out",2102,"Spondylisoma cantharus",10,1,"Summer","NO","0",2651,2651,1983,35,NA,13.81704,44.856742,NA,NA,8,125,25,5
"96","Belmaker","Croatia","Brijuni",10,11,"Brijuni 10 11 Out",2102,"Diplodus vulgaris",12,1,"Summer","NO","0",2651,2651,1983,35,NA,13.81704,44.856742,NA,NA,8,125,25,5
"97","Belmaker","Croatia","Brijuni",10,11,"Brijuni 10 11 Out",2102,"Diplodus vulgaris",12,10,"Summer","NO","0",2651,2651,1983,35,NA,13.81704,44.856742,NA,NA,8,125,25,5
"98","Belmaker","Croatia","Brijuni",10,11,"Brijuni 10 11 Out",2102,"Diplodus vulgaris",15,5,"Summer","NO","0",2651,2651,1983,35,NA,13.81704,44.856742,NA,NA,8,125,25,5
"99","Belmaker","Croatia","Brijuni",10,11,"Brijuni 10 11 Out",2102,"Serranus scriba",15,5,"Summer","NO","0",2651,2651,1983,35,NA,13.81704,44.856742,NA,NA,8,125,25,5
"100","Belmaker","Croatia","Brijuni",10,11,"Brijuni 10 11 Out",2102,"Symphodus tinca",20,1,"Summer","NO","0",2651,2651,1983,35,NA,13.81704,44.856742,NA,NA,8,125,25,5
"101","Belmaker","Croatia","Brijuni",10,11,"Brijuni 10 11 Out",2102,"Symphodus tinca",12,3,"Summer","NO","0",2651,2651,1983,35,NA,13.81704,44.856742,NA,NA,8,125,25,5
"102","Belmaker","Croatia","Brijuni",10,11,"Brijuni 10 11 Out",2102,"Sparus aurata",25,1,"Summer","NO","0",2651,2651,1983,35,NA,13.81704,44.856742,NA,NA,8,125,25,5
"103","Belmaker","Croatia","Brijuni",10,11,"Brijuni 10 11 Out",2102,"Symphodus mediterraneus",12,1,"Summer","NO","0",2651,2651,1983,35,NA,13.81704,44.856742,NA,NA,8,125,25,5
"104","Belmaker","Croatia","Brijuni",10,12,"Brijuni 10 12 Out",2103,"Serranus scriba",15,2,"Summer","NO","0",2651,2651,1983,35,NA,13.81704,44.856742,NA,NA,5.7,125,25,5
"105","Belmaker","Croatia","Brijuni",10,12,"Brijuni 10 12 Out",2103,"Serranus scriba",18,1,"Summer","NO","0",2651,2651,1983,35,NA,13.81704,44.856742,NA,NA,5.7,125,25,5
"106","Belmaker","Croatia","Brijuni",10,12,"Brijuni 10 12 Out",2103,"Serranus scriba",12,1,"Summer","NO","0",2651,2651,1983,35,NA,13.81704,44.856742,NA,NA,5.7,125,25,5
"107","Belmaker","Croatia","Brijuni",10,12,"Brijuni 10 12 Out",2103,"Symphodus rostratus",12,2,"Summer","NO","0",2651,2651,1983,35,NA,13.81704,44.856742,NA,NA,5.7,125,25,5
"108","Belmaker","Croatia","Brijuni",10,12,"Brijuni 10 12 Out",2103,"Diplodus vulgaris",10,1,"Summer","NO","0",2651,2651,1983,35,NA,13.81704,44.856742,NA,NA,5.7,125,25,5
"109","Belmaker","Croatia","Brijuni",10,12,"Brijuni 10 12 Out",2103,"Diplodus vulgaris",7,1,"Summer","NO","0",2651,2651,1983,35,NA,13.81704,44.856742,NA,NA,5.7,125,25,5
"110","Belmaker","Croatia","Brijuni",10,12,"Brijuni 10 12 Out",2103,"Diplodus vulgaris",10,8,"Summer","NO","0",2651,2651,1983,35,NA,13.81704,44.856742,NA,NA,5.7,125,25,5
"111","Belmaker","Croatia","Brijuni",10,12,"Brijuni 10 12 Out",2103,"Diplodus vulgaris",6,1,"Summer","NO","0",2651,2651,1983,35,NA,13.81704,44.856742,NA,NA,5.7,125,25,5
"112","Belmaker","Croatia","Brijuni",10,12,"Brijuni 10 12 Out",2103,"Coris julis",10,1,"Summer","NO","0",2651,2651,1983,35,NA,13.81704,44.856742,NA,NA,5.7,125,25,5
"113","Belmaker","Croatia","Brijuni",10,12,"Brijuni 10 12 Out",2103,"Coris julis",12,1,"Summer","NO","0",2651,2651,1983,35,NA,13.81704,44.856742,NA,NA,5.7,125,25,5
"114","Belmaker","Croatia","Brijuni",10,12,"Brijuni 10 12 Out",2103,"Coris julis",10,6,"Summer","NO","0",2651,2651,1983,35,NA,13.81704,44.856742,NA,NA,5.7,125,25,5
"115","Belmaker","Croatia","Brijuni",10,12,"Brijuni 10 12 Out",2103,"Chromis chromis",5,10,"Summer","NO","0",2651,2651,1983,35,NA,13.81704,44.856742,NA,NA,5.7,125,25,5
"116","Belmaker","Croatia","Brijuni",10,12,"Brijuni 10 12 Out",2103,"Chromis chromis",3,20,"Summer","NO","0",2651,2651,1983,35,NA,13.81704,44.856742,NA,NA,5.7,125,25,5
"117","Belmaker","Croatia","Brijuni",10,12,"Brijuni 10 12 Out",2103,"Diplodus sargus",10,2,"Summer","NO","0",2651,2651,1983,35,NA,13.81704,44.856742,NA,NA,5.7,125,25,5
"118","Belmaker","Croatia","Brijuni",10,12,"Brijuni 10 12 Out",2103,"Oblada melanura",15,2,"Summer","NO","0",2651,2651,1983,35,NA,13.81704,44.856742,NA,NA,5.7,125,25,5
"119","Belmaker","Croatia","Brijuni",10,12,"Brijuni 10 12 Out",2103,"Parablennius rouxi",5,1,"Summer","NO","0",2651,2651,1983,35,NA,13.81704,44.856742,NA,NA,5.7,125,25,5
"120","Belmaker","Croatia","Brijuni",10,12,"Brijuni 10 12 Out",2103,"Parablennius rouxi",5,3,"Summer","NO","0",2651,2651,1983,35,NA,13.81704,44.856742,NA,NA,5.7,125,25,5
"121","Belmaker","Croatia","Brijuni",10,12,"Brijuni 10 12 Out",2103,"Gobius bucchichi",8,1,"Summer","NO","0",2651,2651,1983,35,NA,13.81704,44.856742,NA,NA,5.7,125,25,5
"122","Belmaker","Croatia","Brijuni",10,12,"Brijuni 10 12 Out",2103,"Symphodus tinca",20,2,"Summer","NO","0",2651,2651,1983,35,NA,13.81704,44.856742,NA,NA,5.7,125,25,5
"123","Belmaker","Croatia","Brijuni",10,12,"Brijuni 10 12 Out",2103,"Symphodus tinca",18,1,"Summer","NO","0",2651,2651,1983,35,NA,13.81704,44.856742,NA,NA,5.7,125,25,5
"124","Belmaker","Croatia","Brijuni",10,12,"Brijuni 10 12 Out",2103,"Mullus surmuletus",12,6,"Summer","NO","0",2651,2651,1983,35,NA,13.81704,44.856742,NA,NA,5.7,125,25,5
"125","Belmaker","Croatia","Brijuni",10,13,"Brijuni 10 13 Out",2104,"Diplodus vulgaris",10,1,"Summer","NO","0",2651,2651,1983,35,NA,13.81704,44.856742,NA,NA,3.9,125,25,5
"126","Belmaker","Croatia","Brijuni",10,13,"Brijuni 10 13 Out",2104,"Diplodus vulgaris",15,1,"Summer","NO","0",2651,2651,1983,35,NA,13.81704,44.856742,NA,NA,3.9,125,25,5
"127","Belmaker","Croatia","Brijuni",10,13,"Brijuni 10 13 Out",2104,"Diplodus vulgaris",20,1,"Summer","NO","0",2651,2651,1983,35,NA,13.81704,44.856742,NA,NA,3.9,125,25,5
"128","Belmaker","Croatia","Brijuni",10,13,"Brijuni 10 13 Out",2104,"Diplodus vulgaris",20,1,"Summer","NO","0",2651,2651,1983,35,NA,13.81704,44.856742,NA,NA,3.9,125,25,5
"129","Belmaker","Croatia","Brijuni",10,13,"Brijuni 10 13 Out",2104,"Diplodus vulgaris",15,1,"Summer","NO","0",2651,2651,1983,35,NA,13.81704,44.856742,NA,NA,3.9,125,25,5
"130","Belmaker","Croatia","Brijuni",10,13,"Brijuni 10 13 Out",2104,"Diplodus vulgaris",10,1,"Summer","NO","0",2651,2651,1983,35,NA,13.81704,44.856742,NA,NA,3.9,125,25,5
"131","Belmaker","Croatia","Brijuni",10,13,"Brijuni 10 13 Out",2104,"Diplodus vulgaris",12,1,"Summer","NO","0",2651,2651,1983,35,NA,13.81704,44.856742,NA,NA,3.9,125,25,5
"132","Belmaker","Croatia","Brijuni",10,13,"Brijuni 10 13 Out",2104,"Diplodus vulgaris",22,1,"Summer","NO","0",2651,2651,1983,35,NA,13.81704,44.856742,NA,NA,3.9,125,25,5
"133","Belmaker","Croatia","Brijuni",10,13,"Brijuni 10 13 Out",2104,"Diplodus vulgaris",15,2,"Summer","NO","0",2651,2651,1983,35,NA,13.81704,44.856742,NA,NA,3.9,125,25,5
