"","SpecCode","Species","autoctr","StockCode","MaturityRefNo","Sex","AgeMatMin","AgeMatMin2","AgeMatRef","tm","Number","r2","SE_tm","SD_tm","LCL_tm","UCL_tm","LengthMatMin","LengthMatMin2","Type1","LengthMatRef","Lm","SE_Lm","SD_Lm","LCL_Lm","UCL_Lm","Locality","C_Code","E_CODE","Comment","Entered","DateEntered","Modified","DateModified","Expert","DateChecked","TS"
"123",63,"Dicentrarchus labrax",176,73,6014,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,46,"TL",6014,NA,NA,NA,NA,NA,"East and West Channel","250",NA,"50 % are mature within the given range.",3,1993-10-19 00:00:00,NA,1994-09-27 00:00:00,NA,NA,NA
"124",63,"Dicentrarchus labrax",177,73,6014,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TL",6014,42,NA,NA,NA,NA,"Gulf of Biscay","250",NA,NA,3,1993-10-19 00:00:00,NA,1993-10-19 00:00:00,NA,NA,NA
"125",63,"Dicentrarchus labrax",178,73,6014,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,41,"TL",6014,NA,NA,NA,NA,NA,"East and West Channel","250",NA,"50 % are mature within the given range.",3,1993-10-19 00:00:00,NA,1994-09-27 00:00:00,NA,NA,NA
"126",63,"Dicentrarchus labrax",179,73,6014,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,37,"TL",6014,NA,NA,NA,NA,NA,"Gulf of Biscay","250",NA,"50 % are mature within the given range.",3,1993-10-19 00:00:00,NA,1994-09-27 00:00:00,NA,NA,NA
"127",63,"Dicentrarchus labrax",180,73,7071,"female",NA,NA,7071,4,NA,NA,NA,NA,NA,NA,23,32,"TL",7071,29,NA,NA,NA,NA,"Alexandria, 1981-82","818",NA,NA,3,1994-06-10 00:00:00,NA,1994-06-10 00:00:00,NA,NA,NA
"128",63,"Dicentrarchus labrax",181,73,7071,"male",NA,NA,7071,2,NA,NA,NA,NA,NA,NA,17,22,"TL",7071,20,NA,NA,NA,NA,"Alexandria, 1981-82","818",NA,NA,3,1994-06-10 00:00:00,NA,1994-06-10 00:00:00,NA,NA,NA
"129",63,"Dicentrarchus labrax",3576,73,40546,"unsexed",3,NA,40735,NA,NA,NA,NA,NA,NA,NA,38.5,NA,"TL",40735,NA,NA,NA,NA,NA,"Southern Mediterranean",NA,NA,NA,2,2001-11-29 00:00:00,NA,2001-11-29 00:00:00,NA,NA,NA
"130",63,"Dicentrarchus labrax",6282,73,59043,"unsexed",4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Europe",NA,NA,NA,1790,2008-01-29 22:53:16,NA,2008-01-29 22:53:16,NA,NA,NA
"131",63,"Dicentrarchus labrax",8425,73,90069,"female",5,8,46107,NA,NA,NA,NA,NA,NA,NA,40,45,"TL",46107,NA,NA,NA,NA,NA,"England and Wales","826A",NA,"Length presumed to be total length (TL).",3,2013-11-30 19:37:11,3,2013-11-30 19:37:39,NA,NA,NA
"132",63,"Dicentrarchus labrax",8424,73,96009,"male",4,7,46107,NA,NA,NA,NA,NA,NA,NA,31,35,"TL",46107,NA,NA,NA,NA,NA,"England and Wales","826A",NA,"Length presumed to be total length (TL).",3,2013-11-30 19:35:01,NA,2013-11-30 19:35:01,NA,NA,NA
"133",9224,"Epinephelus costae",2793,9546,12382,"unsexed",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,35,"NG",NA,NA,NA,NA,NA,NA,"Not stated.",NA,NA,NA,113,1998-06-10 00:00:00,NA,1998-06-10 00:00:00,NA,NA,NA
"134",1754,"Diplodus vulgaris",6116,1950,4781,"unsexed",NA,NA,4781,2,NA,NA,NA,NA,NA,NA,NA,NA,"TL",4781,17,NA,NA,NA,NA,"eastern Atlantic and Mediterranean Sea",NA,NA,NA,2,2008-01-09 00:00:00,NA,2008-01-09 00:00:00,NA,NA,NA
"135",1754,"Diplodus vulgaris",10014,1950,120797,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TL",120797,20.3700008392334,NA,NA,NA,NA,"Çanakkale Strait / 2017-2018","792",548,"Mean Lm is Lm(50%).",2448,2019-08-14 00:00:00,NA,2019-08-14 00:00:00,NA,NA,NA
"136",1754,"Diplodus vulgaris",10013,1950,120797,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TL",120797,18.3199996948242,NA,NA,NA,NA,"Çanakkale Strait / 2017-2018","792",548,"Mean Lm is Lm(50%).",2448,2019-08-14 00:00:00,NA,2019-08-14 00:00:00,NA,NA,NA
"137",46334,"Gobius bucchichi",6733,39043,4696,"unsexed",NA,NA,4696,1,NA,NA,NA,NA,NA,NA,3.40000009536743,3.79999995231628,"TL",4696,NA,NA,NA,NA,NA,"Sebastopol, Black Sea","804",143,NA,2,2008-03-18 00:00:00,NA,2008-03-24 00:00:00,NA,NA,NA
"138",73,"Gobius paganellus",3228,82,35388,"mixed",2,3,44329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Northeast Atlantic",NA,NA,NA,393,2001-01-31 00:00:00,2,2003-01-28 00:00:00,NA,NA,NA
"139",73,"Gobius paganellus",3989,82,45332,"unsexed",0,1,45332,NA,NA,NA,NA,NA,NA,NA,6,7,"TL",45332,NA,NA,NA,NA,NA,"rocky reef near Ponta Delgada harbour (Sao Miguel)","620B",NA,NA,2,2003-01-28 00:00:00,2,2004-03-05 00:00:00,NA,NA,NA
"140",1747,"Phycis phycis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141",4578,"Symphodus mediterraneus",6135,4763,4742,"female",NA,NA,4742,2,NA,NA,NA,NA,NA,NA,NA,NA,"TL",4742,9,NA,NA,NA,NA,"Mediterranean",NA,NA,NA,2,2008-01-10 00:00:00,NA,2008-01-10 00:00:00,NA,NA,NA
"142",4578,"Symphodus mediterraneus",6136,4763,4742,"male",2,3,4742,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TL",4742,12,NA,NA,NA,NA,"Mediterranean",NA,NA,NA,2,2008-01-10 00:00:00,NA,2008-01-10 00:00:00,NA,NA,NA
"143",NA,"Tripterygion tripteronotus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144",7640,"Tripterygion delaisi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145",1758,"Scorpaena porcus",1677,1954,7253,"female",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,"SL",NA,NA,NA,NA,NA,NA,"Mediterranean waters","250",NA,NA,3,1995-12-04 00:00:00,NA,1995-12-04 00:00:00,NA,NA,NA
"146",1758,"Scorpaena porcus",1678,1954,7253,"male",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,NA,"SL",NA,NA,NA,NA,NA,NA,"Mediterranean waters","250",NA,NA,3,1995-12-04 00:00:00,NA,1995-12-04 00:00:00,NA,NA,NA
"147",1758,"Scorpaena porcus",7503,1954,86701,"unsexed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5,32,NA,NA,NA,NA,NA,NA,NA,"Dardanelles","792",NA,NA,1001,2011-05-17 00:00:00,NA,2011-05-17 00:00:00,NA,NA,NA
"148",1758,"Scorpaena porcus",7506,1954,86702,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.5,NA,NA,NA,NA,"Sinop Peninsula, March 2002-April 2003","792",143,NA,1001,2011-05-17 00:00:00,2,2015-06-10 00:00:00,NA,NA,NA
"149",1758,"Scorpaena porcus",7504,1954,86702,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.7000007629395,NA,NA,NA,NA,"Sinop Peninsula, March 2002-April 2003","792",143,NA,1001,2011-05-17 00:00:00,2,2015-06-10 00:00:00,NA,NA,NA
"150",1758,"Scorpaena porcus",7507,1954,86714,"unsexed",1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eastern Adriatic","191",NA,NA,1001,2011-05-17 00:00:00,NA,2011-05-17 00:00:00,NA,NA,NA
"151",1758,"Scorpaena porcus",7509,1954,86717,"unsexed",1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Algerian Sea",NA,NA,NA,1001,2011-05-17 00:00:00,NA,2011-05-17 00:00:00,NA,NA,NA
"152",1758,"Scorpaena porcus",7511,1954,86717,"unsexed",1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Black Sea","792",NA,NA,1001,2011-05-17 00:00:00,NA,2011-05-17 00:00:00,NA,NA,NA
"153",1758,"Scorpaena porcus",7508,1954,86717,"unsexed",1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gulf of Gabes","788",NA,NA,1001,2011-05-17 00:00:00,NA,2011-05-17 00:00:00,NA,NA,NA
"154",1758,"Scorpaena porcus",7510,1954,86717,"unsexed",1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marmara Sea",NA,NA,NA,1001,2011-05-17 00:00:00,NA,2011-05-17 00:00:00,NA,NA,NA
"155",1758,"Scorpaena porcus",7512,1954,86717,"unsexed",0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Northwestern Adriatic","380",NA,NA,1001,2011-05-17 00:00:00,NA,2011-05-17 00:00:00,NA,NA,NA
"156",1758,"Scorpaena porcus",7773,1954,90185,"female",NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,"SL",90185,10.8000001907349,NA,NA,NA,NA,"Gabès Gulf","788",NA,NA,3,2012-06-04 00:00:00,NA,NA,NA,NA,NA
"157",1758,"Scorpaena porcus",7826,1954,90294,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,"Gulf of Lions","250",NA,NA,1001,2012-06-19 17:57:53,NA,2012-06-19 17:57:53,NA,NA,NA
"158",1700,"Parablennius sanguinolentus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159",48,"Parablennius gattorugine",3988,58,44329,"unsexed",1,NA,45331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Galway Bay","372",NA,NA,2,2003-01-28 00:00:00,NA,2003-01-28 00:00:00,NA,NA,NA
"160",7648,"Gobius cruentatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161",1760,"Scorpaena notata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162",4887,"Spicara maena",2372,5119,27030,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FL",27041,9.10000038146973,NA,NA,NA,NA,"Patraikos Gulf, 1983-85","300",NA,NA,3,1998-07-30 00:00:00,NA,1998-07-30 00:00:00,NA,NA,NA
"163",4887,"Spicara maena",8163,5119,93202,"female",NA,NA,NA,2,1766,0.926,NA,NA,NA,NA,NA,NA,"TL",NA,11.5100002288818,NA,NA,NA,NA,"Izmir Bay, central Aegean Sea, 2004-2007","792",548,"Sex inversion occurs between 14.5 - 15.0 cm TL.",2,2013-03-26 00:00:00,NA,2013-03-26 00:00:00,NA,NA,NA
"164",4887,"Spicara maena",8164,5119,93202,"male",NA,NA,NA,2,398,0.903,NA,NA,NA,NA,NA,NA,"TL",NA,13.1199998855591,NA,NA,NA,NA,"Izmir Bay, central Aegean Sea, 2004-2007","792",548,"Sex inversion occurs between 14.5 - 15.0 cm TL.",2,2013-03-26 00:00:00,NA,2013-03-26 00:00:00,NA,NA,NA
"165",1792,"Symphodus ocellatus",6138,1988,4742,"female",NA,NA,4742,1,NA,NA,NA,NA,NA,NA,NA,NA,"TL",4742,4,NA,NA,NA,NA,"Mediterranean coast","250",NA,NA,2,2008-01-10 00:00:00,NA,2008-01-10 00:00:00,NA,NA,NA
"166",1792,"Symphodus ocellatus",6139,1988,4742,"male",1,2,4742,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TL",4742,5.69999980926514,NA,NA,NA,NA,"Mediterranean coast","250",NA,NA,2,2008-01-10 00:00:00,NA,2008-01-10 00:00:00,NA,NA,NA
"167",1356,"Spondyliosoma cantharus",1410,1374,6014,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TL",6014,22,NA,NA,NA,NA,"East and West Channel","250",NA,NA,3,1993-10-19 00:00:00,NA,1993-10-19 00:00:00,NA,NA,NA
"168",1356,"Spondyliosoma cantharus",1411,1374,6014,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TL",6014,22,NA,NA,NA,NA,"Gulf of Biscay","250",NA,NA,3,1993-10-19 00:00:00,NA,1993-10-19 00:00:00,NA,NA,NA
"169",1356,"Spondyliosoma cantharus",1412,1374,6014,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TL",6014,22,NA,NA,NA,NA,"East and West Channel","250",NA,NA,3,1993-10-19 00:00:00,NA,1993-10-19 00:00:00,NA,NA,NA
"170",1356,"Spondyliosoma cantharus",1413,1374,6014,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TL",6014,22,NA,NA,NA,NA,"Gulf of Biscay","250",NA,NA,3,1993-10-19 00:00:00,NA,1993-10-19 00:00:00,NA,NA,NA
"171",1356,"Spondyliosoma cantharus",1414,1374,28668,"unsexed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FL",28668,15.1999998092651,NA,NA,NA,NA,"Saharan Bank","504",NA,"Refers to 50% maturity.",3,1999-03-19 00:00:00,NA,1999-03-19 00:00:00,NA,NA,NA
"172",1356,"Spondyliosoma cantharus",6863,1374,56606,"unsexed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,24,NA,75561,NA,NA,NA,NA,NA,"North-West coast of Africa",NA,NA,NA,1723,2008-04-29 23:11:46,NA,2008-04-29 23:11:46,NA,NA,NA
"173",1356,"Spondyliosoma cantharus",9067,1374,57815,"female",2,3,57815,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TL",57815,19.9799995422363,0.270000010728836,NA,NA,NA,"Sagres (Dec 1992-Mar 1994)","620",230,NA,2,2016-06-24 00:00:00,NA,2016-06-24 00:00:00,NA,NA,NA
"174",1356,"Spondyliosoma cantharus",9068,1374,57815,"male",2,3,57815,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TL",57815,22.4099998474121,0.600000023841858,NA,NA,NA,"Sagres (Dec 1992-Mar 1994)","620",230,NA,2,2016-06-24 00:00:00,NA,2016-06-24 00:00:00,NA,NA,NA
"175",1356,"Spondyliosoma cantharus",7443,1374,86279,"female",NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,"TL",86279,17.7999992370605,NA,NA,NA,NA,"Gulf of Tunis (Jan 2005-June 2006)","788",13,NA,2,2011-01-18 00:00:00,NA,2011-01-18 00:00:00,NA,NA,NA
"176",1356,"Spondyliosoma cantharus",8677,1374,102321,"female",NA,NA,102321,2,NA,NA,NA,NA,NA,NA,NA,NA,"TL",102321,19.2999992370605,NA,NA,NA,NA,"Eastern coasts, Gulf of Annaba, Jan-Dec 2008","012",NA,"Sex reversal occurs at about 24.3 cm TL (Ref. 102321).",2,2015-06-10 00:00:00,2,2016-06-25 00:00:00,NA,NA,NA
"177",1356,"Spondyliosoma cantharus",8678,1374,102321,"male",NA,NA,102321,3,NA,NA,NA,NA,NA,NA,NA,NA,"TL",102321,21.2999992370605,NA,NA,NA,NA,"Eastern coasts, Gulf of Annaba, Jan-Dec 2008","012",NA,NA,2,2015-06-10 00:00:00,2,2015-06-11 00:00:00,NA,NA,NA
"178",1356,"Spondyliosoma cantharus",8699,1374,103934,"female",NA,NA,103934,2,NA,NA,NA,NA,NA,NA,NA,NA,"TL",103934,17.2999992370605,NA,NA,NA,NA,"Canary Islands","724A",NA,NA,3,2015-07-24 00:00:00,NA,2015-07-24 00:00:00,NA,NA,NA
"179",1356,"Spondyliosoma cantharus",8700,1374,103934,"male",NA,NA,103934,3,NA,NA,NA,NA,NA,NA,NA,NA,"TL",103934,22.7000007629395,NA,NA,NA,NA,"Canary Islands","724A",NA,NA,3,2015-07-24 00:00:00,NA,2015-07-24 00:00:00,NA,NA,NA
"180",203,"Boops boops",471,217,4781,"unsexed",NA,NA,4781,1,NA,NA,NA,NA,NA,NA,NA,NA,"TL",4781,13,NA,NA,NA,NA,"Western Mediterranean",NA,13,NA,10,1996-03-18 00:00:00,2,2008-01-08 00:00:00,NA,NA,NA
"181",203,"Boops boops",3580,217,40546,"unsexed",NA,NA,40737,2,NA,NA,NA,NA,NA,NA,NA,NA,"TL",40737,13,NA,NA,NA,NA,"Southern Mediterranean",NA,13,NA,2,2001-11-29 00:00:00,2,2008-01-08 00:00:00,NA,NA,NA
"182",203,"Boops boops",6805,217,56606,"unsexed",NA,NA,43254,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,"Livorno","380",NA,NA,1723,2008-04-18 21:11:26,NA,2008-04-18 21:11:26,NA,NA,NA
"183",203,"Boops boops",6804,217,56606,"unsexed",NA,NA,42360,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,"Mediterranean Sea",NA,NA,NA,1723,2008-04-18 21:10:25,NA,2008-04-18 21:10:25,NA,NA,NA
"184",203,"Boops boops",9029,217,108834,"female",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Adriatic Sea (1957-1958)",NA,546,NA,2,2016-06-21 00:00:00,NA,2016-06-21 00:00:00,NA,NA,NA
"185",203,"Boops boops",9031,217,108834,"female",NA,NA,5548,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Algerian coast",NA,13,NA,2,2016-06-21 00:00:00,NA,2016-06-21 00:00:00,NA,NA,NA
"186",203,"Boops boops",9030,217,108834,"male",NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Adriatic Sea (1957-1958)",NA,546,NA,2,2016-06-21 00:00:00,NA,2016-06-21 00:00:00,NA,NA,NA
"187",203,"Boops boops",9028,217,108834,"mixed",NA,NA,90369,1.39999997615814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mediterranean coast (1995-1998)",NA,NA,NA,2,2016-06-21 00:00:00,NA,2016-06-21 00:00:00,NA,NA,NA
"188",203,"Boops boops",9220,217,110398,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TL",110398,14.3000001907349,NA,NA,NA,NA,"Nador-Saidia coast, Mediterraenan, 2011","504",NA,NA,3,2016-08-31 00:00:00,NA,2016-08-31 00:00:00,NA,NA,NA
"189",203,"Boops boops",9221,217,110398,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TL",110398,13.3000001907349,NA,NA,NA,NA,"Nador-Saidia coast, Mediterraenan, 2011","504",NA,NA,3,2016-08-31 00:00:00,NA,2016-08-31 00:00:00,NA,NA,NA
"190",1375,"Labrus mixtus",6130,1393,4742,"unsexed",NA,NA,4742,2,NA,NA,NA,NA,NA,NA,NA,NA,"TL",4742,16,NA,NA,NA,NA,"Mediterranean",NA,NA,NA,2,2008-01-10 00:00:00,NA,2008-01-10 00:00:00,NA,NA,NA
"191",10202,"Sphyraena viridensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192",1791,"Symphodus cinereus",6133,1987,4742,"female",NA,NA,4742,1,NA,NA,NA,NA,NA,NA,NA,NA,"TL",4742,4,NA,NA,NA,NA,"Mediterranean and Black Sea",NA,NA,NA,2,2008-01-10 00:00:00,NA,2008-01-10 00:00:00,NA,NA,NA
"193",1791,"Symphodus cinereus",6134,1987,4742,"male",1,2,4742,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TL",4742,7,NA,NA,NA,NA,"Mediterranean and Black Sea",NA,NA,NA,2,2008-01-10 00:00:00,NA,2008-01-10 00:00:00,NA,NA,NA
"194",16324,"Oedalechilus labeo",8166,15042,93212,"mixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,15,"TL",93212,12.8999996185303,NA,NA,NA,NA,"middle eastern Adriatic Sea, 2008-2009","191",546,"All specimens  above 15 cm were mature",3,2013-03-28 00:00:00,NA,2013-03-28 00:00:00,NA,NA,NA
"195",13025,"Sparisoma cretense",2939,13347,27030,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TL",27057,15.5,NA,NA,NA,NA,"Dodeckanisos, 1985-86","300",NA,NA,3,1998-07-30 00:00:00,NA,1998-07-30 00:00:00,NA,NA,NA
"196",10185,"Scorpaena maderensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197",1765,"Sphyraena sphyraena",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198",1021,"Dactylopterus volitans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199",16962,"Parablennius pilicornis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200",1933,"Caranx crysos",1737,2129,8859,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FL",8859,26.7000007629395,NA,NA,NA,NA,"Northwest Florida","840",NA,"Estimation by probit analysis.",3,1995-01-21 00:00:00,NA,1998-04-22 00:00:00,NA,NA,NA
"201",1933,"Caranx crysos",1738,2129,26409,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FL",26415,28,NA,NA,NA,NA,"Not specified.","388",NA,NA,3,1998-04-22 00:00:00,NA,1998-04-22 00:00:00,NA,NA,NA
"202",1933,"Caranx crysos",1739,2129,26409,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FL",26415,26,NA,NA,NA,NA,"Not specified.","388",NA,NA,3,1998-04-22 00:00:00,NA,1998-04-22 00:00:00,NA,NA,NA
"203",1759,"Scorpaena scrofa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204",47,"Belone belone",3192,57,35388,"mixed",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,"British Isles, Mediterranean and Black sea",NA,NA,"Grow fast and reach 20-25 cm in the first year (Ref. 35388).",393,2001-01-22 00:00:00,NA,2001-01-22 00:00:00,NA,NA,NA
"205",47,"Belone belone",9005,57,108834,"female",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aegean Sea",NA,548,NA,2,2016-06-21 00:00:00,NA,2016-06-21 00:00:00,NA,NA,NA
"206",5444,"Fistularia commersonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207",3770,"Scartella cristata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208",4613,"Siganus luridus",4252,4800,49488,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TL",49488,14.1999998092651,NA,NA,NA,NA,"Batrun","422",NA,NA,3,2004-02-20 00:00:00,NA,2004-02-20 00:00:00,NA,NA,NA
"209",4613,"Siganus luridus",4251,4800,49488,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TL",49488,13.8999996185303,NA,NA,NA,NA,"Batrun","422",NA,NA,3,2004-02-20 00:00:00,NA,2004-02-20 00:00:00,NA,NA,NA
"210",54573,"Symphodus doderleini",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211",16326,"Parablennius incognitus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212",1773,"Trachinotus ovatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213",1214,"Mycteroperca rubra",5471,1230,56917,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,36,"SL",56917,NA,NA,NA,NA,NA,"to be filled","686",NA,NA,379,2006-06-22 00:00:00,2,2006-06-22 00:00:00,NA,NA,NA
"214",4545,"Siganus rivulatus",2254,4730,1419,"unsexed",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"TL",NA,16,NA,NA,NA,NA,"to be filled",NA,NA,"about 75 g",14,1991-11-07 00:00:00,NA,1991-11-07 00:00:00,NA,NA,NA
"215",4545,"Siganus rivulatus",6177,4730,6765,"unsexed",NA,NA,6765,2,NA,NA,NA,NA,NA,NA,NA,NA,"TL",6765,14.8000001907349,NA,NA,NA,NA,"Eastern Mediterranean",NA,NA,NA,2,2008-01-21 00:00:00,NA,2008-01-21 00:00:00,NA,NA,NA
"216",4545,"Siganus rivulatus",4250,4730,49488,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TL",49488,13.6999998092651,NA,NA,NA,NA,"Batrun","422",NA,NA,3,2004-02-20 00:00:00,NA,2004-02-20 00:00:00,NA,NA,NA
